escola,municipio,estado,ano,arquivo,disciplina,percentual_acertos,codigo,habilidade
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 3º ANO.pdf,Língua Portuguesa,59,D008_P,Identificar sílabas de uma palavra.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 3º ANO.pdf,Língua Portuguesa,56,D017_P,Reconhecer o gênero de um texto.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 3º ANO.pdf,Língua Portuguesa,53,D006_P,Identificar rimas.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 3º ANO.pdf,Língua Portuguesa,47,D005_P,Identificar a unidade palavra em frases.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 3º ANO.pdf,Língua Portuguesa,41,D021_P,Localizar informação explícita.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 3º ANO.pdf,Língua Portuguesa,40,D012_P,"Identificar efeito de sentido decorrente de recursos gráficos, seleção lexical e repetição."
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 3º ANO.pdf,Língua Portuguesa,38,D023_P,Inferir informações em textos.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 3º ANO.pdf,Língua Portuguesa,31,D028_P,Reconhecer o assunto de um texto lido.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 3º ANO.pdf,Língua Portuguesa,6,D014_P,Identificar variações de sons de grafemas. (Matemática):
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 3º ANO.pdf,Matemática,17,D056_M,Utilizar conversão entre unidades de medidas de tempo na resolução de problema.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 3º ANO.pdf,Matemática,17,D042_M,Reconhecer características do sistema de numeração decimal.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 3º ANO.pdf,Matemática,44,D033_M,Identificar representações de figuras tridimensionais.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 3º ANO.pdf,Matemática,28,D023_M,Identificar composições ou decomposições de números naturais.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 3º ANO.pdf,Matemática,22,D067_M,"Utilizar números naturais, envolvendo diferentes significados da multiplicação ou da divisão, na resolução de problemas."
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 3º ANO.pdf,Matemática,44,D027_M,Identificar informações a partir de dados dispostos em tabelas.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 3º ANO.pdf,Matemática,61,D024_M,Identificar dados apresentados por meio de gráficos.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 3º ANO.pdf,Matemática,53,D005_M,Corresponder cédulas e/ou moedas do Sistema Monetário Brasileiro.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 3º ANO.pdf,Matemática,50,D029_M,Identificar números naturais segundo critérios de ordem.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 3º ANO.pdf,Matemática,82,D028_M,"Identificar instrumentos utilizados para medir determinadas grandezas (massa, comprimento, capacidade, tempo e temperatura)."
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 3º ANO.pdf,Matemática,78,D032_M,Identificar representações de figuras bidimensionais.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 3º ANO.pdf,Matemática,67,D022_M,Identificar a localização ou a movimentação de pessoas ou objetos em uma representação plana do espaço.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 3º ANO.pdf,Matemática,47,D066_M,"Utilizar números naturais, envolvendo diferentes significados da adição ou da subtração, na resolução de problemas."
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 3º ANO.pdf,Matemática,47,D017_M,Executar adição ou subtração com números naturais.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,87,D010_P,Ler palavras formadas por sílabas não canônicas.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,87,D012_P,"Identificar efeito de sentido decorrente de recursos gráficos, seleção lexical e repetição."
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,80,D037_P,"Reconhecer as relações entre partes de um texto, identificando os recursos coesivos que contribuem para a sua continuidade."
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,77,D028_P,Reconhecer o assunto de um texto lido.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,77,D021_P,Localizar informação explícita.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,73,D009_P,Ler palavras formadas por sílabas canônicas.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,73,D030_P,Reconhecer os elementos que compõem uma narrativa e o conflito gerador.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,73,D006_P,Identificar rimas.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,63,D017_P,Reconhecer o gênero de um texto.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,60,D007_P,Identificar o número de sílabas de uma palavra.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,60,D022_P,Inferir o sentido de palavra ou expressão a partir do contexto.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,60,D025_P,Reconhecer efeitos de sentido decorrentes do uso ou função da pontuação e de outras notações.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,47,D016_P,Identificar a finalidade de textos de diferentes gêneros.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,40,D023_P,Inferir informações em textos. (Matemática):
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Matemática,67,D023_M,Identificar composições ou decomposições de números naturais.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Matemática,63,D066_M,"Utilizar números naturais, envolvendo diferentes significados da adição ou da subtração, na resolução de problemas."
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Matemática,67,D028_M,"Identificar instrumentos utilizados para medir determinadas grandezas (massa, comprimento, capacidade, tempo e temperatura)."
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Matemática,67,D045_M,Reconhecer horas em relógios digitais e/ou analógicos.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Matemática,67,D011_M,Corresponder o horário de início e de término com o intervalo de duração de um evento ou acontecimento.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Matemática,73,D067_M,"Utilizar números naturais, envolvendo diferentes significados da multiplicação ou da divisão, na resolução de problemas."
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Matemática,80,D029_M,Identificar números naturais segundo critérios de ordem.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Matemática,80,D033_M,Identificar representações de figuras tridimensionais.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Matemática,80,D042_M,Reconhecer características do sistema de numeração decimal.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Matemática,87,D017_M,Executar adição ou subtração com números naturais.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Matemática,80,D008_M,Corresponder números naturais à sua escrita por extenso.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Matemática,80,D007_M,Corresponder números naturais a pontos da reta numérica.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Matemática,80,D022_M,Identificar a localização ou a movimentação de pessoas ou objetos em uma representação plana do espaço.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Matemática,80,D024_M,Identificar dados apresentados por meio de gráficos.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Matemática,77,D027_M,Identificar informações a partir de dados dispostos em tabelas.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 4º ANO.pdf,Matemática,77,D056_M,Utilizar conversão entre unidades de medidas de tempo na resolução de problema.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 5º ANO.pdf,Língua Portuguesa,76,D017_P,Reconhecer o gênero de um texto.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 5º ANO.pdf,Língua Portuguesa,74,D030_P,Reconhecer os elementos que compõem uma narrativa e o conflito gerador.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 5º ANO.pdf,Língua Portuguesa,72,D012_P,"Identificar efeito de sentido decorrente de recursos gráficos, seleção lexical e repetição."
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 5º ANO.pdf,Língua Portuguesa,72,D023_P,Inferir informações em textos.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 5º ANO.pdf,Língua Portuguesa,58,D021_P,Localizar informação explícita.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 5º ANO.pdf,Língua Portuguesa,53,D057_P,Interpretar textos que articulam elementos verbais e não verbais.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 5º ANO.pdf,Língua Portuguesa,49,D022_P,Inferir o sentido de palavra ou expressão a partir do contexto.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 5º ANO.pdf,Língua Portuguesa,39,D037_P,"Reconhecer as relações entre partes de um texto, identificando os recursos coesivos que contribuem para a sua continuidade."
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 5º ANO.pdf,Língua Portuguesa,39,D039_P,Reconhecer o sentido das relações lógico-discursivas em um texto.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 5º ANO.pdf,Língua Portuguesa,39,D016_P,Identificar a finalidade de textos de diferentes gêneros.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 5º ANO.pdf,Língua Portuguesa,26,D028_P,Reconhecer o assunto de um texto lido. (Matemática):
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 5º ANO.pdf,Matemática,78,D033_M,Identificar representações de figuras tridimensionais.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 5º ANO.pdf,Matemática,89,D008_M,Corresponder números naturais à sua escrita por extenso.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 5º ANO.pdf,Matemática,83,D022_M,Identificar a localização ou a movimentação de pessoas ou objetos em uma representação plana do espaço.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 5º ANO.pdf,Matemática,6,D010_M,Corresponder números racionais na representação decimal à sua escrita por extenso.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 5º ANO.pdf,Matemática,0,D055_M,"Utilizar conversão entre unidades de medida, na resolução de problema."
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 5º ANO.pdf,Matemática,17,D080_M,Utilizar perímetro de figuras bidimensionais na resolução de problema.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 5º ANO.pdf,Matemática,11,D007_M,Corresponder números naturais a pontos da reta numérica.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 5º ANO.pdf,Matemática,6,D026_M,Identificar frações equivalentes.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 5º ANO.pdf,Matemática,33,D037_M,"Identificar uma sequência crescente ou decrescente, dentre uma coleção de sequências de números naturais."
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 5º ANO.pdf,Matemática,42,D011_M,Corresponder o horário de início e de término com o intervalo de duração de um evento ou acontecimento.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 5º ANO.pdf,Matemática,42,D045_M,Reconhecer horas em relógios digitais e/ou analógicos.
ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPALIZADA AMELIA DE LIMA E SILVA\Consolidado Saex - 5º ANO.pdf,Matemática,39,D009_M,Corresponder números racionais a pontos da reta numérica.
