escola,municipio,estado,ano,arquivo,disciplina,percentual_acertos,codigo,habilidade
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 3º ANO.pdf,Matemática,53,D067_M,"Utilizar números naturais, envolvendo diferentes significados da multiplicação ou da divisão, na resolução de problemas."
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 3º ANO.pdf,Matemática,63,D042_M,Reconhecer características do sistema de numeração decimal.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 3º ANO.pdf,Matemática,87,D032_M,Identificar representações de figuras bidimensionais.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 3º ANO.pdf,Matemática,79,D005_M,Corresponder cédulas e/ou moedas do Sistema Monetário Brasileiro.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 3º ANO.pdf,Matemática,71,D022_M,Identificar a localização ou a movimentação de pessoas ou objetos em uma representação plana do espaço.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 3º ANO.pdf,Matemática,89,D024_M,Identificar dados apresentados por meio de gráficos.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 3º ANO.pdf,Matemática,89,D028_M,"Identificar instrumentos utilizados para medir determinadas grandezas (massa, comprimento, capacidade, tempo e temperatura)."
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 3º ANO.pdf,Matemática,87,D027_M,Identificar informações a partir de dados dispostos em tabelas.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 3º ANO.pdf,Matemática,68,D029_M,Identificar números naturais segundo critérios de ordem.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,3º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 3º ANO.pdf,Matemática,63,D017_M,Executar adição ou subtração com números naturais.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,100,D006_P,Identificar rimas.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,100,D007_P,Identificar o número de sílabas de uma palavra.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,100,D009_P,Ler palavras formadas por sílabas canônicas.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,100,D010_P,Ler palavras formadas por sílabas não canônicas.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,100,D017_P,Reconhecer o gênero de um texto.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,95,D028_P,Reconhecer o assunto de um texto lido.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,91,D037_P,"Reconhecer as relações entre partes de um texto, identificando os recursos coesivos que contribuem para a sua continuidade."
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,86,D030_P,Reconhecer os elementos que compõem uma narrativa e o conflito gerador.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,82,D022_P,Inferir o sentido de palavra ou expressão a partir do contexto.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,77,D023_P,Inferir informações em textos.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,73,D021_P,Localizar informação explícita.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,73,D012_P,"Identificar efeito de sentido decorrente de recursos gráficos, seleção lexical e repetição."
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,64,D025_P,Reconhecer efeitos de sentido decorrentes do uso ou função da pontuação e de outras notações.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Língua Portuguesa,59,D016_P,Identificar a finalidade de textos de diferentes gêneros. (Matemática):
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Matemática,41,D011_M,Corresponder o horário de início e de término com o intervalo de duração de um evento ou acontecimento.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Matemática,18,D045_M,Reconhecer horas em relógios digitais e/ou analógicos.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Matemática,55,D008_M,Corresponder números naturais à sua escrita por extenso.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Matemática,55,D066_M,"Utilizar números naturais, envolvendo diferentes significados da adição ou da subtração, na resolução de problemas."
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Matemática,55,D028_M,"Identificar instrumentos utilizados para medir determinadas grandezas (massa, comprimento, capacidade, tempo e temperatura)."
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Matemática,55,D042_M,Reconhecer características do sistema de numeração decimal.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Matemática,68,D027_M,Identificar informações a partir de dados dispostos em tabelas.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Matemática,64,D056_M,Utilizar conversão entre unidades de medidas de tempo na resolução de problema.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Matemática,64,D007_M,Corresponder números naturais a pontos da reta numérica.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Matemática,91,D033_M,Identificar representações de figuras tridimensionais.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Matemática,82,D022_M,Identificar a localização ou a movimentação de pessoas ou objetos em uma representação plana do espaço.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Matemática,82,D017_M,Executar adição ou subtração com números naturais.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Matemática,73,D029_M,Identificar números naturais segundo critérios de ordem.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Matemática,73,D067_M,"Utilizar números naturais, envolvendo diferentes significados da multiplicação ou da divisão, na resolução de problemas."
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Matemática,55,D023_M,Identificar composições ou decomposições de números naturais.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,4º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 4º ANO.pdf,Matemática,55,D024_M,Identificar dados apresentados por meio de gráficos.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Língua Portuguesa,79,D017_P,Reconhecer o gênero de um texto.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Língua Portuguesa,71,D057_P,Interpretar textos que articulam elementos verbais e não verbais.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Língua Portuguesa,69,D030_P,Reconhecer os elementos que compõem uma narrativa e o conflito gerador.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Língua Portuguesa,65,D023_P,Inferir informações em textos.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Língua Portuguesa,62,D021_P,Localizar informação explícita.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Língua Portuguesa,59,D022_P,Inferir o sentido de palavra ou expressão a partir do contexto.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Língua Portuguesa,59,D012_P,"Identificar efeito de sentido decorrente de recursos gráficos, seleção lexical e repetição."
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Língua Portuguesa,53,D016_P,Identificar a finalidade de textos de diferentes gêneros.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Língua Portuguesa,53,D037_P,"Reconhecer as relações entre partes de um texto, identificando os recursos coesivos que contribuem para a sua continuidade."
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Língua Portuguesa,53,D028_P,Reconhecer o assunto de um texto lido.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Língua Portuguesa,44,D039_P,Reconhecer o sentido das relações lógico-discursivas em um texto. (Matemática):
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Matemática,76,D022_M,Identificar a localização ou a movimentação de pessoas ou objetos em uma representação plana do espaço.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Matemática,100,D008_M,Corresponder números naturais à sua escrita por extenso.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Matemática,82,D042_M,Reconhecer características do sistema de numeração decimal.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Matemática,21,D011_M,Corresponder o horário de início e de término com o intervalo de duração de um evento ou acontecimento.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Matemática,6,D026_M,Identificar frações equivalentes.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Matemática,24,D044_M,Reconhecer fração como representação associada a diferentes significados.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Matemática,24,D010_M,Corresponder números racionais na representação decimal à sua escrita por extenso.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Matemática,24,D055_M,"Utilizar conversão entre unidades de medida, na resolução de problema."
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Matemática,26,D031_M,"Identificar polígonos de acordo com as características dos seus lados, vértices e ângulos internos."
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Matemática,41,D007_M,Corresponder números naturais a pontos da reta numérica.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Matemática,41,D015_M,Determinar o número desconhecido que torna verdadeira uma igualdade matemática envolvendo representação simbólica.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Matemática,35,D009_M,Corresponder números racionais a pontos da reta numérica.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Matemática,71,D033_M,Identificar representações de figuras tridimensionais.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Matemática,65,D012_M,Corresponder objetos em uma representação plana do espaço à sua localização descrita por meio de um par ordenado.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Matemática,65,D065_M,"Utilizar números naturais e racionais, envolvendo diferentes significados da adição ou da subtração, na resolução de problemas."
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Matemática,65,D066_M,"Utilizar números naturais, envolvendo diferentes significados da adição ou da subtração, na resolução de problemas."
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Matemática,47,D037_M,"Identificar uma sequência crescente ou decrescente, dentre uma coleção de sequências de números naturais."
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Matemática,35,D045_M,Reconhecer horas em relógios digitais e/ou analógicos.
ESCOLA MUNICIPAL HILDA BRAGA,MENDES,RIO DE JANEIRO,5º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL HILDA BRAGA\Consolidado Saex - 5º ANO.pdf,Matemática,35,D080_M,Utilizar perímetro de figuras bidimensionais na resolução de problema.
ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE,MENDES,RIO DE JANEIRO,2º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE\Consolidado Saex - 2º ANO.pdf,Língua Portuguesa,100,D002_P,Reconhecer as letras do alfabeto.
ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE,MENDES,RIO DE JANEIRO,2º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE\Consolidado Saex - 2º ANO.pdf,Língua Portuguesa,100,D007_P,Identificar o número de sílabas de uma palavra.
ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE,MENDES,RIO DE JANEIRO,2º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE\Consolidado Saex - 2º ANO.pdf,Língua Portuguesa,88,D010_P,Ler palavras formadas por sílabas não canônicas.
ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE,MENDES,RIO DE JANEIRO,2º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE\Consolidado Saex - 2º ANO.pdf,Língua Portuguesa,84,D003_P,Reconhecer as diferentes formas de grafar uma mesma letra ou palavra.
ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE,MENDES,RIO DE JANEIRO,2º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE\Consolidado Saex - 2º ANO.pdf,Língua Portuguesa,81,D009_P,Ler palavras formadas por sílabas canônicas.
ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE,MENDES,RIO DE JANEIRO,2º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE\Consolidado Saex - 2º ANO.pdf,Língua Portuguesa,81,D008_P,Identificar sílabas de uma palavra.
ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE,MENDES,RIO DE JANEIRO,2º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE\Consolidado Saex - 2º ANO.pdf,Língua Portuguesa,72,D016_P,Identificar a finalidade de textos de diferentes gêneros.
ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE,MENDES,RIO DE JANEIRO,2º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE\Consolidado Saex - 2º ANO.pdf,Língua Portuguesa,69,D006_P,Identificar rimas.
ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE,MENDES,RIO DE JANEIRO,2º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE\Consolidado Saex - 2º ANO.pdf,Língua Portuguesa,69,D017_P,Reconhecer o gênero de um texto.
ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE,MENDES,RIO DE JANEIRO,2º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE\Consolidado Saex - 2º ANO.pdf,Língua Portuguesa,56,D005_P,Identificar a unidade palavra em frases.
ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE,MENDES,RIO DE JANEIRO,2º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE\Consolidado Saex - 2º ANO.pdf,Língua Portuguesa,56,D014_P,Identificar variações de sons de grafemas.
ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE,MENDES,RIO DE JANEIRO,2º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE\Consolidado Saex - 2º ANO.pdf,Língua Portuguesa,50,D023_P,Inferir informações em textos.
ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE,MENDES,RIO DE JANEIRO,2º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE\Consolidado Saex - 2º ANO.pdf,Língua Portuguesa,38,D013_P,Reconhecer o local de inserção de determinada palavra numa sequência em ordem alfabética. (Matemática):
